stk.v.10.0
BEGIN IntervalList
"2019/01/14 21:19:44.000" "2019/01/14 21:19:44.200"
"2019/01/14 21:19:56.000" "2019/01/14 21:19:56.200"
"2019/01/14 21:20:08.000" "2019/01/14 21:20:08.200"
"2019/01/14 21:20:20.000" "2019/01/14 21:20:20.200"
"2019/01/14 21:20:32.000" "2019/01/14 21:20:32.200"
"2019/01/14 21:20:44.000" "2019/01/14 21:20:44.200"
"2019/01/14 21:20:56.000" "2019/01/14 21:20:56.200"
"2019/01/14 21:21:08.000" "2019/01/14 21:21:08.200"
"2019/01/14 21:21:20.000" "2019/01/14 21:21:20.200"
"2019/01/14 21:21:32.000" "2019/01/14 21:21:32.200"
"2019/01/14 21:26:32.600" "2019/01/14 21:26:32.800"
"2019/01/14 21:26:44.600" "2019/01/14 21:26:44.800"
"2019/01/14 21:26:56.600" "2019/01/14 21:26:56.800"
"2019/01/14 21:27:08.600" "2019/01/14 21:27:08.800"
"2019/01/14 21:27:20.600" "2019/01/14 21:27:20.800"
"2019/01/14 21:27:32.600" "2019/01/14 21:27:32.800"
"2019/01/14 21:27:44.600" "2019/01/14 21:27:44.800"
"2019/01/14 21:27:56.600" "2019/01/14 21:27:56.800"
"2019/01/14 21:28:08.600" "2019/01/14 21:28:08.800"
"2019/01/14 21:28:20.600" "2019/01/14 21:28:20.800"
"2019/01/14 21:28:32.600" "2019/01/14 21:28:32.800"
"2019/01/14 21:28:44.600" "2019/01/14 21:28:44.800"
"2019/01/14 21:28:56.600" "2019/01/14 21:28:56.800"
"2019/01/20 19:13:45.468" "2019/01/20 19:13:45.668"
"2019/01/20 19:13:57.468" "2019/01/20 19:13:57.668"
"2019/01/20 19:14:09.468" "2019/01/20 19:14:09.668"
"2019/01/20 19:14:21.468" "2019/01/20 19:14:21.668"
"2019/01/20 19:14:33.468" "2019/01/20 19:14:33.668"
"2019/01/20 19:14:45.468" "2019/01/20 19:14:45.668"
"2019/01/20 19:14:57.468" "2019/01/20 19:14:57.668"
"2019/01/20 19:15:09.468" "2019/01/20 19:15:09.668"
"2019/01/20 19:15:21.468" "2019/01/20 19:15:21.668"
"2019/01/20 19:15:33.468" "2019/01/20 19:15:33.668"
"2019/01/20 19:15:45.468" "2019/01/20 19:15:45.668"
"2019/01/20 19:15:57.468" "2019/01/20 19:15:57.668"
"2019/01/20 19:16:09.468" "2019/01/20 19:16:09.668"
"2019/01/20 19:16:21.468" "2019/01/20 19:16:21.668"
"2019/01/20 19:21:42.681" "2019/01/20 19:21:42.881"
"2019/01/20 19:21:54.681" "2019/01/20 19:21:54.881"
"2019/01/20 19:22:06.681" "2019/01/20 19:22:06.881"
"2019/01/20 19:22:18.681" "2019/01/20 19:22:18.881"
"2019/01/20 19:22:30.681" "2019/01/20 19:22:30.881"
"2019/01/20 19:22:42.681" "2019/01/20 19:22:42.881"
"2019/01/20 19:22:54.681" "2019/01/20 19:22:54.881"
"2019/01/20 19:23:06.681" "2019/01/20 19:23:06.881"
"2019/01/20 19:23:18.681" "2019/01/20 19:23:18.881"
"2019/01/20 19:23:30.681" "2019/01/20 19:23:30.881"
"2019/01/20 19:23:42.681" "2019/01/20 19:23:42.881"
"2019/01/20 19:23:54.681" "2019/01/20 19:23:54.881"
"2019/01/20 19:24:06.681" "2019/01/20 19:24:06.881"
"2019/01/20 19:24:18.681" "2019/01/20 19:24:18.881"
"2019/01/20 19:25:00.149" "2019/01/20 19:25:00.349"
"2019/01/20 19:25:12.149" "2019/01/20 19:25:12.349"
"2019/01/20 19:25:24.149" "2019/01/20 19:25:24.349"
"2019/01/20 19:25:36.149" "2019/01/20 19:25:36.349"
"2019/01/20 19:25:48.149" "2019/01/20 19:25:48.349"
"2019/01/20 19:26:00.149" "2019/01/20 19:26:00.349"
"2019/01/20 19:26:12.149" "2019/01/20 19:26:12.349"
"2019/01/20 19:26:24.149" "2019/01/20 19:26:24.349"
"2019/01/20 19:26:36.149" "2019/01/20 19:26:36.349"
"2019/01/20 19:26:48.149" "2019/01/20 19:26:48.349"
"2019/01/20 19:27:00.149" "2019/01/20 19:27:00.349"
"2019/01/20 19:27:12.149" "2019/01/20 19:27:12.349"
"2019/01/20 19:27:24.149" "2019/01/20 19:27:24.349"
"2019/01/20 19:27:36.149" "2019/01/20 19:27:36.349"
"2019/01/20 19:32:57.362" "2019/01/20 19:32:57.562"
"2019/01/20 19:33:09.362" "2019/01/20 19:33:09.562"
"2019/01/20 19:33:21.362" "2019/01/20 19:33:21.562"
"2019/01/20 19:33:33.362" "2019/01/20 19:33:33.562"
"2019/01/20 19:33:45.362" "2019/01/20 19:33:45.562"
"2019/01/20 19:33:57.362" "2019/01/20 19:33:57.562"
"2019/01/20 19:34:09.362" "2019/01/20 19:34:09.562"
"2019/01/20 19:34:21.362" "2019/01/20 19:34:21.562"
"2019/01/20 19:34:33.362" "2019/01/20 19:34:33.562"
"2019/01/20 19:34:45.362" "2019/01/20 19:34:45.562"
"2019/01/20 19:34:57.362" "2019/01/20 19:34:57.562"
"2019/01/20 19:35:09.362" "2019/01/20 19:35:09.562"
"2019/01/20 19:35:21.362" "2019/01/20 19:35:21.562"
"2019/01/20 19:35:33.362" "2019/01/20 19:35:33.562"
"2019/01/20 19:36:14.830" "2019/01/20 19:36:15.030"
"2019/01/20 19:36:26.830" "2019/01/20 19:36:27.030"
"2019/01/20 19:36:38.830" "2019/01/20 19:36:39.030"
"2019/01/20 19:36:50.830" "2019/01/20 19:36:51.030"
"2019/01/20 19:37:02.830" "2019/01/20 19:37:03.030"
"2019/01/20 19:37:14.830" "2019/01/20 19:37:15.030"
"2019/01/20 19:37:26.830" "2019/01/20 19:37:27.030"
"2019/01/20 19:37:38.830" "2019/01/20 19:37:39.030"
"2019/01/20 19:37:50.830" "2019/01/20 19:37:51.030"
"2019/01/20 19:38:02.830" "2019/01/20 19:38:03.030"
"2019/01/20 19:38:14.830" "2019/01/20 19:38:15.030"
"2019/01/20 19:38:26.830" "2019/01/20 19:38:27.030"
"2019/01/20 19:38:38.830" "2019/01/20 19:38:39.030"
"2019/01/20 19:38:50.830" "2019/01/20 19:38:51.030"
"2019/01/20 19:44:12.043" "2019/01/20 19:44:12.243"
"2019/01/20 19:44:24.043" "2019/01/20 19:44:24.243"
"2019/01/20 19:44:36.043" "2019/01/20 19:44:36.243"
"2019/01/20 19:44:48.043" "2019/01/20 19:44:48.243"
"2019/01/20 19:45:00.043" "2019/01/20 19:45:00.243"
"2019/01/20 19:45:12.043" "2019/01/20 19:45:12.243"
"2019/01/20 19:45:24.043" "2019/01/20 19:45:24.243"
"2019/01/20 19:45:36.043" "2019/01/20 19:45:36.243"
"2019/01/20 19:45:48.043" "2019/01/20 19:45:48.243"
"2019/01/20 19:46:00.043" "2019/01/20 19:46:00.243"
"2019/01/20 19:46:12.043" "2019/01/20 19:46:12.243"
"2019/01/20 19:46:24.043" "2019/01/20 19:46:24.243"
"2019/01/20 19:46:36.043" "2019/01/20 19:46:36.243"
"2019/01/20 19:46:48.043" "2019/01/20 19:46:48.243"
"2019/01/20 19:47:29.511" "2019/01/20 19:47:29.711"
"2019/01/20 19:47:41.511" "2019/01/20 19:47:41.711"
"2019/01/20 19:47:53.511" "2019/01/20 19:47:53.711"
"2019/01/20 19:48:05.511" "2019/01/20 19:48:05.711"
"2019/01/20 19:48:17.511" "2019/01/20 19:48:17.711"
"2019/01/20 19:48:29.511" "2019/01/20 19:48:29.711"
"2019/01/20 19:48:41.511" "2019/01/20 19:48:41.711"
"2019/01/20 19:48:53.511" "2019/01/20 19:48:53.711"
"2019/01/20 19:49:05.511" "2019/01/20 19:49:05.711"
"2019/01/20 19:49:17.511" "2019/01/20 19:49:17.711"
"2019/01/20 19:49:29.511" "2019/01/20 19:49:29.711"
"2019/01/20 19:49:41.511" "2019/01/20 19:49:41.711"
"2019/01/20 19:49:53.511" "2019/01/20 19:49:53.711"
"2019/01/20 19:50:05.511" "2019/01/20 19:50:05.711"
"2019/01/20 19:55:26.723" "2019/01/20 19:55:26.923"
"2019/01/20 19:55:38.723" "2019/01/20 19:55:38.923"
"2019/01/20 19:55:50.723" "2019/01/20 19:55:50.923"
"2019/01/20 19:56:02.723" "2019/01/20 19:56:02.923"
"2019/01/20 19:56:14.723" "2019/01/20 19:56:14.923"
"2019/01/20 19:56:26.723" "2019/01/20 19:56:26.923"
"2019/01/20 19:56:38.723" "2019/01/20 19:56:38.923"
"2019/01/20 19:56:50.723" "2019/01/20 19:56:50.923"
"2019/01/20 19:57:02.723" "2019/01/20 19:57:02.923"
"2019/01/20 19:57:14.723" "2019/01/20 19:57:14.923"
"2019/01/20 19:57:26.723" "2019/01/20 19:57:26.923"
"2019/01/20 19:57:38.723" "2019/01/20 19:57:38.923"
"2019/01/20 19:57:50.723" "2019/01/20 19:57:50.923"
"2019/01/20 19:58:02.723" "2019/01/20 19:58:02.923"
"2019/01/20 19:58:43.192" "2019/01/20 19:58:43.392"
"2019/01/20 19:58:55.192" "2019/01/20 19:58:55.392"
"2019/01/20 19:59:07.192" "2019/01/20 19:59:07.392"
"2019/01/20 19:59:19.192" "2019/01/20 19:59:19.392"
"2019/01/20 19:59:31.192" "2019/01/20 19:59:31.392"
"2019/01/20 19:59:43.192" "2019/01/20 19:59:43.392"
"2019/01/20 19:59:55.192" "2019/01/20 19:59:55.392"
"2019/01/20 20:00:07.192" "2019/01/20 20:00:07.392"
"2019/01/20 20:00:19.192" "2019/01/20 20:00:19.392"
"2019/01/20 20:00:31.192" "2019/01/20 20:00:31.392"
"2019/01/20 20:00:43.192" "2019/01/20 20:00:43.392"
"2019/01/20 20:00:55.192" "2019/01/20 20:00:55.392"
"2019/01/20 20:01:07.192" "2019/01/20 20:01:07.392"
"2019/01/20 20:01:19.192" "2019/01/20 20:01:19.392"
"2019/01/20 20:06:40.404" "2019/01/20 20:06:40.604"
"2019/01/20 20:06:52.404" "2019/01/20 20:06:52.604"
"2019/01/20 20:07:04.404" "2019/01/20 20:07:04.604"
"2019/01/20 20:07:16.404" "2019/01/20 20:07:16.604"
"2019/01/20 20:07:28.404" "2019/01/20 20:07:28.604"
"2019/01/20 20:07:40.404" "2019/01/20 20:07:40.604"
"2019/01/20 20:07:52.404" "2019/01/20 20:07:52.604"
"2019/01/20 20:08:04.404" "2019/01/20 20:08:04.604"
"2019/01/20 20:08:16.404" "2019/01/20 20:08:16.604"
"2019/01/20 20:08:28.404" "2019/01/20 20:08:28.604"
"2019/01/20 20:08:40.404" "2019/01/20 20:08:40.604"
"2019/01/20 20:08:52.404" "2019/01/20 20:08:52.604"
"2019/01/20 20:09:04.404" "2019/01/20 20:09:04.604"
"2019/01/20 20:09:16.404" "2019/01/20 20:09:16.604"
"2019/01/20 20:09:56.872" "2019/01/20 20:09:57.072"
"2019/01/20 20:10:08.872" "2019/01/20 20:10:09.072"
"2019/01/20 20:10:20.872" "2019/01/20 20:10:21.072"
"2019/01/20 20:10:32.872" "2019/01/20 20:10:33.072"
"2019/01/20 20:10:44.872" "2019/01/20 20:10:45.072"
"2019/01/20 20:10:56.872" "2019/01/20 20:10:57.072"
"2019/01/20 20:11:08.872" "2019/01/20 20:11:09.072"
"2019/01/20 20:11:20.872" "2019/01/20 20:11:21.072"
"2019/01/20 20:11:32.872" "2019/01/20 20:11:33.072"
"2019/01/20 20:11:44.872" "2019/01/20 20:11:45.072"
"2019/01/20 20:11:56.872" "2019/01/20 20:11:57.072"
"2019/01/20 20:12:08.872" "2019/01/20 20:12:09.072"
"2019/01/20 20:12:20.872" "2019/01/20 20:12:21.072"
"2019/01/20 20:12:32.872" "2019/01/20 20:12:33.072"
"2019/01/20 20:17:54.085" "2019/01/20 20:17:54.285"
"2019/01/20 20:18:06.085" "2019/01/20 20:18:06.285"
"2019/01/20 20:18:18.085" "2019/01/20 20:18:18.285"
"2019/01/20 20:18:30.085" "2019/01/20 20:18:30.285"
"2019/01/20 20:18:42.085" "2019/01/20 20:18:42.285"
"2019/01/20 20:18:54.085" "2019/01/20 20:18:54.285"
"2019/01/20 20:19:06.085" "2019/01/20 20:19:06.285"
"2019/01/20 20:19:18.085" "2019/01/20 20:19:18.285"
"2019/01/20 20:19:30.085" "2019/01/20 20:19:30.285"
"2019/01/20 20:19:42.085" "2019/01/20 20:19:42.285"
"2019/01/20 20:19:54.085" "2019/01/20 20:19:54.285"
"2019/01/20 20:20:06.085" "2019/01/20 20:20:06.285"
"2019/01/20 20:20:18.085" "2019/01/20 20:20:18.285"
"2019/01/20 20:20:30.085" "2019/01/20 20:20:30.285"
"2019/01/20 20:21:10.553" "2019/01/20 20:21:10.753"
"2019/01/20 20:21:22.553" "2019/01/20 20:21:22.753"
"2019/01/20 20:21:34.553" "2019/01/20 20:21:34.753"
"2019/01/20 20:21:46.553" "2019/01/20 20:21:46.753"
"2019/01/20 20:21:58.553" "2019/01/20 20:21:58.753"
"2019/01/20 20:22:10.553" "2019/01/20 20:22:10.753"
"2019/01/20 20:22:22.553" "2019/01/20 20:22:22.753"
"2019/01/20 20:22:34.553" "2019/01/20 20:22:34.753"
"2019/01/20 20:22:46.553" "2019/01/20 20:22:46.753"
"2019/01/20 20:22:58.553" "2019/01/20 20:22:58.753"
"2019/01/20 20:23:10.553" "2019/01/20 20:23:10.753"
"2019/01/20 20:23:22.553" "2019/01/20 20:23:22.753"
"2019/01/20 20:23:34.553" "2019/01/20 20:23:34.753"
"2019/01/20 20:23:46.553" "2019/01/20 20:23:46.753"
"2019/01/20 20:29:07.766" "2019/01/20 20:29:07.966"
"2019/01/20 20:29:19.766" "2019/01/20 20:29:19.966"
"2019/01/20 20:29:31.766" "2019/01/20 20:29:31.966"
"2019/01/20 20:29:43.766" "2019/01/20 20:29:43.966"
"2019/01/20 20:29:55.766" "2019/01/20 20:29:55.966"
"2019/01/20 20:30:07.766" "2019/01/20 20:30:07.966"
"2019/01/20 20:30:19.766" "2019/01/20 20:30:19.966"
"2019/01/20 20:30:31.766" "2019/01/20 20:30:31.966"
"2019/01/20 20:30:43.766" "2019/01/20 20:30:43.966"
"2019/01/20 20:30:55.766" "2019/01/20 20:30:55.966"
"2019/01/20 20:31:07.766" "2019/01/20 20:31:07.966"
"2019/01/20 20:31:19.766" "2019/01/20 20:31:19.966"
"2019/01/20 20:31:31.766" "2019/01/20 20:31:31.966"
"2019/01/20 20:31:43.766" "2019/01/20 20:31:43.966"
"2019/01/20 20:32:24.234" "2019/01/20 20:32:24.434"
"2019/01/20 20:32:36.234" "2019/01/20 20:32:36.434"
"2019/01/20 20:32:48.234" "2019/01/20 20:32:48.434"
"2019/01/20 20:33:00.234" "2019/01/20 20:33:00.434"
"2019/01/20 20:33:12.234" "2019/01/20 20:33:12.434"
"2019/01/20 20:33:24.234" "2019/01/20 20:33:24.434"
"2019/01/20 20:33:36.234" "2019/01/20 20:33:36.434"
"2019/01/20 20:33:48.234" "2019/01/20 20:33:48.434"
"2019/01/20 20:34:00.234" "2019/01/20 20:34:00.434"
"2019/01/20 20:34:12.234" "2019/01/20 20:34:12.434"
"2019/01/20 20:34:24.234" "2019/01/20 20:34:24.434"
"2019/01/20 20:34:36.234" "2019/01/20 20:34:36.434"
"2019/01/20 20:34:48.234" "2019/01/20 20:34:48.434"
"2019/01/20 20:35:00.234" "2019/01/20 20:35:00.434"
"2019/01/20 20:40:21.447" "2019/01/20 20:40:21.647"
"2019/01/20 20:40:33.447" "2019/01/20 20:40:33.647"
"2019/01/20 20:40:45.447" "2019/01/20 20:40:45.647"
"2019/01/20 20:40:57.447" "2019/01/20 20:40:57.647"
"2019/01/20 20:41:09.447" "2019/01/20 20:41:09.647"
"2019/01/20 20:41:21.447" "2019/01/20 20:41:21.647"
"2019/01/20 20:41:33.447" "2019/01/20 20:41:33.647"
"2019/01/20 20:41:45.447" "2019/01/20 20:41:45.647"
"2019/01/20 20:41:57.447" "2019/01/20 20:41:57.647"
"2019/01/20 20:42:09.447" "2019/01/20 20:42:09.647"
"2019/01/20 20:42:21.447" "2019/01/20 20:42:21.647"
"2019/01/20 20:42:33.447" "2019/01/20 20:42:33.647"
"2019/01/20 20:42:45.447" "2019/01/20 20:42:45.647"
"2019/01/20 20:42:57.447" "2019/01/20 20:42:57.647"
"2019/01/20 20:43:37.915" "2019/01/20 20:43:38.115"
"2019/01/20 20:43:49.915" "2019/01/20 20:43:50.115"
"2019/01/20 20:44:01.915" "2019/01/20 20:44:02.115"
"2019/01/20 20:44:13.915" "2019/01/20 20:44:14.115"
"2019/01/20 20:44:25.915" "2019/01/20 20:44:26.115"
"2019/01/20 20:44:37.915" "2019/01/20 20:44:38.115"
"2019/01/20 20:44:49.915" "2019/01/20 20:44:50.115"
"2019/01/20 20:45:01.915" "2019/01/20 20:45:02.115"
"2019/01/20 20:45:13.915" "2019/01/20 20:45:14.115"
"2019/01/20 20:45:25.915" "2019/01/20 20:45:26.115"
"2019/01/20 20:45:37.915" "2019/01/20 20:45:38.115"
"2019/01/20 20:45:49.915" "2019/01/20 20:45:50.115"
"2019/01/20 20:46:01.915" "2019/01/20 20:46:02.115"
"2019/01/20 20:46:13.915" "2019/01/20 20:46:14.115"
"2019/01/20 20:51:34.128" "2019/01/20 20:51:34.328"
"2019/01/20 20:51:46.128" "2019/01/20 20:51:46.328"
"2019/01/20 20:51:58.128" "2019/01/20 20:51:58.328"
"2019/01/20 20:52:10.128" "2019/01/20 20:52:10.328"
"2019/01/20 20:52:22.128" "2019/01/20 20:52:22.328"
"2019/01/20 20:52:34.128" "2019/01/20 20:52:34.328"
"2019/01/20 20:52:46.128" "2019/01/20 20:52:46.328"
"2019/01/20 20:52:58.128" "2019/01/20 20:52:58.328"
"2019/01/20 20:53:10.128" "2019/01/20 20:53:10.328"
"2019/01/20 20:53:22.128" "2019/01/20 20:53:22.328"
"2019/01/20 20:53:34.128" "2019/01/20 20:53:34.328"
"2019/01/20 20:53:46.128" "2019/01/20 20:53:46.328"
"2019/01/20 20:53:58.128" "2019/01/20 20:53:58.328"
"2019/01/20 20:54:10.128" "2019/01/20 20:54:10.328"
"2019/01/20 20:54:50.596" "2019/01/20 20:54:50.796"
"2019/01/20 20:55:02.596" "2019/01/20 20:55:02.796"
"2019/01/20 20:55:14.596" "2019/01/20 20:55:14.796"
"2019/01/20 20:55:26.596" "2019/01/20 20:55:26.796"
"2019/01/20 20:55:38.596" "2019/01/20 20:55:38.796"
"2019/01/20 20:55:50.596" "2019/01/20 20:55:50.796"
"2019/01/20 20:56:02.596" "2019/01/20 20:56:02.796"
"2019/01/20 20:56:14.596" "2019/01/20 20:56:14.796"
"2019/01/20 20:56:26.596" "2019/01/20 20:56:26.796"
"2019/01/20 20:56:38.596" "2019/01/20 20:56:38.796"
"2019/01/20 20:56:50.596" "2019/01/20 20:56:50.796"
"2019/01/20 20:57:02.596" "2019/01/20 20:57:02.796"
"2019/01/20 20:57:14.596" "2019/01/20 20:57:14.796"
"2019/01/20 20:57:26.596" "2019/01/20 20:57:26.796"
"2019/01/20 21:02:46.809" "2019/01/20 21:02:47.009"
"2019/01/20 21:02:58.809" "2019/01/20 21:02:59.009"
"2019/01/20 21:03:10.809" "2019/01/20 21:03:11.009"
"2019/01/20 21:03:22.809" "2019/01/20 21:03:23.009"
"2019/01/20 21:03:34.809" "2019/01/20 21:03:35.009"
"2019/01/20 21:03:46.809" "2019/01/20 21:03:47.009"
"2019/01/20 21:03:58.809" "2019/01/20 21:03:59.009"
"2019/01/20 21:04:10.809" "2019/01/20 21:04:11.009"
"2019/01/20 21:04:22.809" "2019/01/20 21:04:23.009"
"2019/01/20 21:04:34.809" "2019/01/20 21:04:35.009"
"2019/01/20 21:04:46.809" "2019/01/20 21:04:47.009"
"2019/01/20 21:04:58.809" "2019/01/20 21:04:59.009"
"2019/01/20 21:05:10.809" "2019/01/20 21:05:11.009"
"2019/01/20 21:05:22.809" "2019/01/20 21:05:23.009"
"2019/01/20 21:06:02.277" "2019/01/20 21:06:02.477"
"2019/01/20 21:06:14.277" "2019/01/20 21:06:14.477"
"2019/01/20 21:06:26.277" "2019/01/20 21:06:26.477"
"2019/01/20 21:06:38.277" "2019/01/20 21:06:38.477"
"2019/01/20 21:06:50.277" "2019/01/20 21:06:50.477"
"2019/01/20 21:07:02.277" "2019/01/20 21:07:02.477"
"2019/01/20 21:07:14.277" "2019/01/20 21:07:14.477"
"2019/01/20 21:07:26.277" "2019/01/20 21:07:26.477"
"2019/01/20 21:07:38.277" "2019/01/20 21:07:38.477"
"2019/01/20 21:07:50.277" "2019/01/20 21:07:50.477"
"2019/01/20 21:08:02.277" "2019/01/20 21:08:02.477"
"2019/01/20 21:08:14.277" "2019/01/20 21:08:14.477"
"2019/01/20 21:08:26.277" "2019/01/20 21:08:26.477"
"2019/01/20 21:08:38.277" "2019/01/20 21:08:38.477"
"2019/01/20 21:13:58.489" "2019/01/20 21:13:58.689"
"2019/01/20 21:14:10.489" "2019/01/20 21:14:10.689"
"2019/01/20 21:14:22.489" "2019/01/20 21:14:22.689"
"2019/01/20 21:14:34.489" "2019/01/20 21:14:34.689"
"2019/01/20 21:14:46.489" "2019/01/20 21:14:46.689"
"2019/01/20 21:14:58.489" "2019/01/20 21:14:58.689"
"2019/01/20 21:15:10.489" "2019/01/20 21:15:10.689"
"2019/01/20 21:15:22.489" "2019/01/20 21:15:22.689"
"2019/01/20 21:15:34.489" "2019/01/20 21:15:34.689"
"2019/01/20 21:15:46.489" "2019/01/20 21:15:46.689"
"2019/01/20 21:15:58.489" "2019/01/20 21:15:58.689"
"2019/01/20 21:16:10.489" "2019/01/20 21:16:10.689"
"2019/01/20 21:16:22.489" "2019/01/20 21:16:22.689"
"2019/01/20 21:16:34.489" "2019/01/20 21:16:34.689"
"2019/01/20 21:17:13.958" "2019/01/20 21:17:14.158"
"2019/01/20 21:17:25.958" "2019/01/20 21:17:26.158"
"2019/01/20 21:17:37.958" "2019/01/20 21:17:38.158"
"2019/01/20 21:17:49.958" "2019/01/20 21:17:50.158"
"2019/01/20 21:18:01.958" "2019/01/20 21:18:02.158"
"2019/01/20 21:18:13.958" "2019/01/20 21:18:14.158"
"2019/01/20 21:18:25.958" "2019/01/20 21:18:26.158"
"2019/01/20 21:18:37.958" "2019/01/20 21:18:38.158"
"2019/01/20 21:18:49.958" "2019/01/20 21:18:50.158"
"2019/01/20 21:19:01.958" "2019/01/20 21:19:02.158"
"2019/01/20 21:19:13.958" "2019/01/20 21:19:14.158"
"2019/01/20 21:19:25.958" "2019/01/20 21:19:26.158"
"2019/01/20 21:19:37.958" "2019/01/20 21:19:38.158"
"2019/01/20 21:19:49.958" "2019/01/20 21:19:50.158"
"2019/01/20 21:25:10.170" "2019/01/20 21:25:10.370"
"2019/01/20 21:25:22.170" "2019/01/20 21:25:22.370"
"2019/01/20 21:25:34.170" "2019/01/20 21:25:34.370"
"2019/01/20 21:25:46.170" "2019/01/20 21:25:46.370"
"2019/01/20 21:25:58.170" "2019/01/20 21:25:58.370"
"2019/01/20 21:26:10.170" "2019/01/20 21:26:10.370"
"2019/01/20 21:26:22.170" "2019/01/20 21:26:22.370"
"2019/01/20 21:26:34.170" "2019/01/20 21:26:34.370"
"2019/01/20 21:26:46.170" "2019/01/20 21:26:46.370"
"2019/01/20 21:26:58.170" "2019/01/20 21:26:58.370"
"2019/01/20 21:27:10.170" "2019/01/20 21:27:10.370"
"2019/01/20 21:27:22.170" "2019/01/20 21:27:22.370"
"2019/01/20 21:27:34.170" "2019/01/20 21:27:34.370"
"2019/01/20 21:27:46.170" "2019/01/20 21:27:46.370"
"2019/01/20 21:28:25.638" "2019/01/20 21:28:25.838"
"2019/01/20 21:28:37.638" "2019/01/20 21:28:37.838"
"2019/01/20 21:28:49.638" "2019/01/20 21:28:49.838"
"2019/01/20 21:29:01.638" "2019/01/20 21:29:01.838"
"2019/01/20 21:29:13.638" "2019/01/20 21:29:13.838"
"2019/01/20 21:29:25.638" "2019/01/20 21:29:25.838"
"2019/01/20 21:29:37.638" "2019/01/20 21:29:37.838"
"2019/01/20 21:29:49.638" "2019/01/20 21:29:49.838"
"2019/01/20 21:30:01.638" "2019/01/20 21:30:01.838"
"2019/01/20 21:30:13.638" "2019/01/20 21:30:13.838"
"2019/01/20 21:30:25.638" "2019/01/20 21:30:25.838"
"2019/01/20 21:30:37.638" "2019/01/20 21:30:37.838"
"2019/01/20 21:30:49.638" "2019/01/20 21:30:49.838"
"2019/01/20 21:31:01.638" "2019/01/20 21:31:01.838"
"2019/01/20 21:36:21.851" "2019/01/20 21:36:22.051"
"2019/01/20 21:36:33.851" "2019/01/20 21:36:34.051"
"2019/01/20 21:36:45.851" "2019/01/20 21:36:46.051"
"2019/01/20 21:36:57.851" "2019/01/20 21:36:58.051"
"2019/01/20 21:37:09.851" "2019/01/20 21:37:10.051"
"2019/01/20 21:37:21.851" "2019/01/20 21:37:22.051"
"2019/01/20 21:37:33.851" "2019/01/20 21:37:34.051"
"2019/01/20 21:37:45.851" "2019/01/20 21:37:46.051"
"2019/01/20 21:37:57.851" "2019/01/20 21:37:58.051"
"2019/01/20 21:38:09.851" "2019/01/20 21:38:10.051"
"2019/01/20 21:38:21.851" "2019/01/20 21:38:22.051"
"2019/01/20 21:38:33.851" "2019/01/20 21:38:34.051"
"2019/01/20 21:38:45.851" "2019/01/20 21:38:46.051"
"2019/01/20 21:38:57.851" "2019/01/20 21:38:58.051"
"2019/01/20 21:39:37.319" "2019/01/20 21:39:37.519"
"2019/01/20 21:39:49.319" "2019/01/20 21:39:49.519"
"2019/01/20 21:40:01.319" "2019/01/20 21:40:01.519"
"2019/01/20 21:40:13.319" "2019/01/20 21:40:13.519"
"2019/01/20 21:40:25.319" "2019/01/20 21:40:25.519"
"2019/01/20 21:40:37.319" "2019/01/20 21:40:37.519"
"2019/01/20 21:40:49.319" "2019/01/20 21:40:49.519"
"2019/01/20 21:41:01.319" "2019/01/20 21:41:01.519"
"2019/01/20 21:41:13.319" "2019/01/20 21:41:13.519"
"2019/01/20 21:41:25.319" "2019/01/20 21:41:25.519"
"2019/01/20 21:41:37.319" "2019/01/20 21:41:37.519"
"2019/01/20 21:41:49.319" "2019/01/20 21:41:49.519"
"2019/01/20 21:42:01.319" "2019/01/20 21:42:01.519"
"2019/01/20 21:42:13.319" "2019/01/20 21:42:13.519"
"2019/01/20 21:47:33.532" "2019/01/20 21:47:33.732"
"2019/01/20 21:47:45.532" "2019/01/20 21:47:45.732"
"2019/01/20 21:47:57.532" "2019/01/20 21:47:57.732"
"2019/01/20 21:48:09.532" "2019/01/20 21:48:09.732"
"2019/01/20 21:48:21.532" "2019/01/20 21:48:21.732"
"2019/01/20 21:48:33.532" "2019/01/20 21:48:33.732"
"2019/01/20 21:48:45.532" "2019/01/20 21:48:45.732"
"2019/01/20 21:48:57.532" "2019/01/20 21:48:57.732"
"2019/01/20 21:49:09.532" "2019/01/20 21:49:09.732"
"2019/01/20 21:49:21.532" "2019/01/20 21:49:21.732"
"2019/01/20 21:49:33.532" "2019/01/20 21:49:33.732"
"2019/01/20 21:49:45.532" "2019/01/20 21:49:45.732"
"2019/01/20 21:49:57.532" "2019/01/20 21:49:57.732"
"2019/01/20 21:50:09.532" "2019/01/20 21:50:09.732"
"2019/01/20 21:50:49.000" "2019/01/20 21:50:49.200"
"2019/01/20 21:51:01.000" "2019/01/20 21:51:01.200"
"2019/01/20 21:51:13.000" "2019/01/20 21:51:13.200"
"2019/01/20 21:51:25.000" "2019/01/20 21:51:25.200"
"2019/01/20 21:51:37.000" "2019/01/20 21:51:37.200"
"2019/01/20 21:51:49.000" "2019/01/20 21:51:49.200"
"2019/01/20 21:52:01.000" "2019/01/20 21:52:01.200"
"2019/01/20 21:52:13.000" "2019/01/20 21:52:13.200"
